article,article_txt,mtb_merch_category_level1,mtb_ah_level1_txt,mtb_ah_level2_txt,mtb_ah_level3_txt,mtb_ah_level4_txt,mtb_ah_level5_txt,mtb_ah_level6_txt,mtb_ah_level7_txt,sellin_invoiced_eur_aar
MB1134076,149 nib unit 18K F Orient LE1883 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,200.598609348
MB1135938,Lea Sh Strap Sartorial Mini Black,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,102.224759272
MB1127772,145 SOD ATWY1 forepart compl. 18K F ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,202.749298883
MB1132615,146 nib unit 14K OM ATW80D Y2 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,150.56
MB1132614,146 nib unit 14K BB ATW80D Y2 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,139.356022921
MB1105669,P<Lock w/2combination_Pall col,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,108.792330618
MB1134963,SUM3 li-ion battery,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,9.332904234
MB1114533,PIX White RB forepart cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,-185.811760785
MB1057093,Snap hook_Ru color satinated_18mm,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,22.856416249
MB1130595,146 RES ATWY2 FP/RB cap gray 2N lasered,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,544.810475593
MB1130714,146 nib unit 14K BB Glacier rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,180.1
MB1122158,146 nib unit 18K M Ru YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,501.910298588
MB1130615,145 RES ATWY2 FP/RB cap gray 2N lasered,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,131.117086532
MB1132691,"Lea_Saffiano Tech Devices th.1,1-1,2 Bla",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,6428.54
MB1133439,146 nib unit 18K BB ATW80D Y2 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,-1051.458263207
MB1118085,M21336 BP MS body complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,281.677657769
MB1121619,146 nib unit 18K EF Alligator rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,-987.082465472
MB1108117,N/P<Slider zip VS P/A 08_nolog_DkRut TCL,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,16.4
MB1200119,Lea_Garonna SLG th1.4/1.6 InkBlu,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,3706.6
MB1127354,145 nib unit 14K EF ATW80D Y1 rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,126.02
MB1119648,Tube system 4 stage complete,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,939.55
MB1132800,163 ATWY2 RB/BP cap top complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,775.18728543
MB1120467,SAW RES BP clip cover Pt plated,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1332.952165723
MB1118081,M21333 164 BP body complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,608.115642053
MB1127758,162 RES ATWY1 RB body complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,479.285512498
MB1133298,145 nib 18K F QWantani prho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,431.605160987
MB1132308,MoA 4810 VGogh box BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0
MB1127345,145 RES ATWY1 FP/RB cap blue Pt lasered,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1383.692837944
MB1128438,PoA 4810 NAP clip complete ASS_PRQ,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,999.546764854
MB1118076,M21329 164 BP body complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,504.625429393
MB1114374,MBM Feder 14K OBB MB 2016 rho/Ru YG ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,145.53
MB1127372,163 RES ATWY1 RB forepart blue cpl. BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,48.273642591
MB1133406,145 Feder 18K M ATW80D Y2 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,338.796651299
MB1118612,M28841 FP/RB cap pre-assembled ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,194.63317781
MB1126542,Parfum sleeve Black 200ml MB017A05.31A,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,234648.96
MB1121519,M21352 Folding Box Squarish PPrince Y2,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1.39
MB1131917,Opalina E E6193RecycledPETcm61X93 th0.25,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,277.84
MB1115446,M23171 FP/RB cap top hallmarked Ag925,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,320.542309623
MB1114370,MBM Feder 14K OB MB 2016 rho/Ru YG ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,131.947956416
MB1124992,145 RES PPY3 FP/BP cap top complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,73.532295384
MB1123580,M19336 BP SAW MET forepart cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1243.684644558
MB1127676,Centering Disk for Logos,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,4121.378127033
MB1130652,"centering disc VA 10,5mm for logo",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,7.424122671
MB1116771,PIX BP Emerald Green cap green Pt plated,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,81.418975595
MBMX000GKN,Ardillon buckle XL/LM,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,10.101563369
MB1132625,145 nib unit 14K F ATW80D Y2 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,211.97817261
MB1134073,149 RES FP OExp body blue turned,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,101.578297957
MB1120922,Tube system 3 stage+Batt shell_Pirelli,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,428.319050288
MB1127790,145 nib 18K M ATW80D Y1 rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,246.811578963
MB1128907,"Texon 1,0 Black",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,96.25
MB1107937,N/P<Handle Holder_Matt Black col,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,12.22932279
MB1133404,145 Feder 18K EF ATW80D Y2 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,139.356022921
MB1134079,149 nib unit 18K BB Orient LE1883 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,200.598609348
MB1130314,"Lea_Pienza Lux_1,2/1,4mm Ultrablack",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,237.05
MB1056241,Slider nylon zip ZF_05_nickel color,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0.97
MB1124783,Wheel FR/BL Blk w/hou+bea Blk Cap Cabin,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,22.58
MB1122430,114 nib unit 14K EF Bonheur Ru YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,126.02
MB1135226,"Lea_Saphiro th.1,3-1,4 FernBlue 1,8mq",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,574.14
MB1131761,Lining_Rudy ECO col.Black,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,90.8
MB1120469,SAW RES BP body polished,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,12841.983826744
MB1123577,M19334 FP/FL SAW MET body cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,5606.958212857
MB1114419,M21323 164 BP body complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,639.514379134
MB1119087,"N/P<SnapHook 20,5mm w/MBeng_Rut Ultra Bk",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,16.79
MB1118124,M21328 RB 163 body blue complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,39.84696104
MB1114412,M21321 145/MS cap top complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,-111.894543674
MB1127781,164 SOD ATWY1 BP body complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,378.467917408
MB1124996,163 RES PPY3 RB/BP cap top complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,442.096453135
MB1127273,MST UNI ATW80DY1 booklet+SG Squarish BUY,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,16.37
MB1116062,M13309 RB Vorderteil Gen schw 2N kpl.ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,88.197345117
MB1132612,146 nib unit 14K M ATW80D Y2 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,148.039170613
MB1132626,145 nib unit 14K M ATW80D Y2 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,112.638499379
MB1118108,Parfum sleeve Black 100ml MB017A01.31A,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1459601.64
MB1127367,163 RES ATWY1 RB/BP cap blue Pt lasered,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,205.529622873
MB1100029,Money clip w/logo_Pd color_shiny,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,24.136821296
MB1127355,145 nib unit 14K F ATW80D Y1 rho YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,138.75
MB1132610,146 nib unit 14K EF ATW80D Y2 pol YG,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,139.356022921
MB1127312,146 RES ATWY1 FP body blue polished,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,456.392658293
MB1123795,Service Guide WI 2019 (light),,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,136.45249914
MB1127308,146 RES ATWY1 FP/RB cap blue Pt lasered,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1762.437593105
MB1132077,SUM2+ adhesive tape battery FPC,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0.965472852
MB1116790,M23887 RB/BP cap 5N moulded,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,678.548553812
MB1119139,N/P<Inferior zip stop snowcap 05_Pall C5,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,0.32
MB1114344,MBM Feder 14K EF MB 2016 rho/Ru YG ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,421.8
MB1056098,N/P<Zip Nylon 03_Black 580,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,1.60912142
MB1028769,"Disk for Logo Au 2N Ø 6,6 mm",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,6.74
MB1118071,M21327 145 forepart complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,22.335289454
MB1132906,Parfum sleeve Platinum 60ml MB025A02.31,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,281548.56
MB1132907,Parfum sleeve Platinum 30ml MB025A03.31,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,184067.16
MB1114179,P<Disk for Logo Ø 8mm Shi Ru w/MB eng,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,36.284256336
MB1114585,M25738 BP Cap black assembled_ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,61.953098652
MB1117154,"Microsintex 0,5 Black",,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,33.3
MB1119765,M25006 BP JFK Burgundy cap cpl. ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,284.363478947
MB1127780,163 SOD ATWY1 RB body complete ASS,,MONTBLANC,RAW+WIP (ONLY FOR STOCKS),RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS,RAW+WIP - COMPONENTS ALL,RAW+WIP - COMPONENTS ALL,237.257582358
